      Step     Time          Energy          fmax
FIRE:    0 01:14:28    -3122.231301       11.310071
FIRE:    1 01:14:28    -3125.313211        6.323512
FIRE:    2 01:14:29    -3126.734438        7.196717
FIRE:    3 01:14:29    -3127.782485        5.451576
FIRE:    4 01:14:30    -3128.542334        2.286315
FIRE:    5 01:14:30    -3128.959437        3.670552
FIRE:    6 01:14:31    -3129.445004        3.589674
FIRE:    7 01:14:31    -3130.015854        2.663670
FIRE:    8 01:14:31    -3130.535366        3.815960
