      Step     Time          Energy          fmax
FIRE:    0 01:14:24    -3116.295569       16.813185
FIRE:    1 01:14:24    -3121.399097       13.000665
FIRE:    2 01:14:25    -3124.446524        5.509413
FIRE:    3 01:14:25    -3126.155855        6.390553
FIRE:    4 01:14:25    -3127.576383        6.194419
FIRE:    5 01:14:26    -3128.889948        5.173236
FIRE:    6 01:14:26    -3129.927191        3.107700
FIRE:    7 01:14:27    -3130.690445        3.336160
FIRE:    8 01:14:27    -3131.314094        4.103621
