MinModeTranslate: STEP      TIME          ENERGY    MAX-FORCE     STEPSIZE    CURVATURE  ROT-STEPS
MinModeTranslate:    0  02:19:55    -3282.345315       0.0080     --------     0.119692          4
MinModeTranslate:    0  02:19:55    -3282.345315       0.0080     0.050000     0.119692          4
MinModeTranslate:    1  02:20:17    -3282.344218       0.0091     --------     0.027584          4
MinModeTranslate:    1  02:20:17    -3282.344218       0.0091     0.050000     0.027584          4
MinModeTranslate:    2  02:20:40    -3282.343072       0.2109     --------    -0.003634          4
MinModeTranslate:    2  02:20:42    -3282.343072       0.2109     0.050000    -0.003634          4
MinModeTranslate:    3  02:21:01    -3282.342640       0.1389     --------    -0.016770          4
MinModeTranslate:    3  02:21:03    -3282.342640       0.1389     0.004125    -0.016770          4
