MinModeTranslate: STEP      TIME          ENERGY    MAX-FORCE     STEPSIZE    CURVATURE  ROT-STEPS
MinModeTranslate:   41  02:02:44    -3282.313943       0.2002     --------    -0.061367          4
MinModeTranslate:   41  02:02:45    -3282.313943       0.2002     0.050000    -0.061367          4
MinModeTranslate:   42  02:02:57    -3282.314485       0.3566     --------    -0.073625          4
MinModeTranslate:   42  02:02:57    -3282.314485       0.3566     0.050000    -0.073625          4
MinModeTranslate:   43  02:03:09    -3282.317112       0.1960     --------    -0.072747          4
MinModeTranslate:   43  02:03:10    -3282.317112       0.1960     0.013458    -0.072747          4
MinModeTranslate:   44  02:03:22    -3282.318716       0.1732     --------    -0.056179          4
MinModeTranslate:   44  02:03:23    -3282.318716       0.1732     0.009744    -0.056179          4
MinModeTranslate:   45  02:03:34    -3282.319146       0.1216     --------    -0.064122          4
MinModeTranslate:   45  02:03:35    -3282.319146       0.1216     0.008451    -0.064122          4
MinModeTranslate:   46  02:03:46    -3282.319440       0.1787     --------    -0.076147          4
MinModeTranslate:   46  02:03:47    -3282.319440       0.1787     0.009964    -0.076147          4
MinModeTranslate:   47  02:03:57    -3282.319624       0.1320     --------    -0.065364          4
MinModeTranslate:   47  02:03:58    -3282.319624       0.1320     0.021402    -0.065364          4
MinModeTranslate:   48  02:04:08    -3282.319760       0.2054     --------    -0.057155          4
MinModeTranslate:   48  02:04:09    -3282.319760       0.2054     0.024173    -0.057155          4
MinModeTranslate:   49  02:04:19    -3282.319777       0.1667     --------    -0.074306          4
MinModeTranslate:   49  02:04:20    -3282.319777       0.1667     0.050000    -0.074306          4
MinModeTranslate:   50  02:04:31    -3282.320208       0.2024     --------    -0.079670          4
MinModeTranslate:   50  02:04:32    -3282.320208       0.2024     0.047025    -0.079670          4
MinModeTranslate:   51  02:04:43    -3282.320879       0.2675     --------    -0.052057          4
MinModeTranslate:   51  02:04:43    -3282.320879       0.2675     0.050000    -0.052057          4
MinModeTranslate:   52  02:04:54    -3282.321430       0.2385     --------    -0.047251          4
MinModeTranslate:   52  02:04:55    -3282.321430       0.2385     0.018587    -0.047251          4
MinModeTranslate:   53  02:05:06    -3282.323258       0.2089     --------    -0.070398          4
MinModeTranslate:   53  02:05:06    -3282.323258       0.2089     0.015974    -0.070398          4
MinModeTranslate:   54  02:05:18    -3282.323666       0.1703     --------    -0.066946          4
MinModeTranslate:   54  02:05:19    -3282.323666       0.1703     0.018527    -0.066946          4
MinModeTranslate:   55  02:05:31    -3282.324310       0.2632     --------    -0.050855          4
MinModeTranslate:   55  02:05:32    -3282.324310       0.2632     0.018729    -0.050855          4
MinModeTranslate:   56  02:05:42    -3282.324793       0.1855     --------    -0.068828          4
MinModeTranslate:   56  02:05:43    -3282.324793       0.1855     0.024420    -0.068828          4
MinModeTranslate:   57  02:05:53    -3282.325201       0.2989     --------    -0.088585          4
MinModeTranslate:   57  02:05:54    -3282.325201       0.2989     0.022962    -0.088585          4
MinModeTranslate:   58  02:06:05    -3282.325524       0.1419     --------    -0.067519          4
MinModeTranslate:   58  02:06:06    -3282.325524       0.1419     0.021366    -0.067519          4
MinModeTranslate:   59  02:06:16    -3282.325708       0.1694     --------    -0.062533          4
MinModeTranslate:   59  02:06:17    -3282.325708       0.1694     0.020542    -0.062533          4
MinModeTranslate:   60  02:06:27    -3282.325718       0.1860     --------    -0.080828          4
MinModeTranslate:   60  02:06:28    -3282.325718       0.1860     0.045751    -0.080828          4
MinModeTranslate:   61  02:06:38    -3282.325526       0.2351     --------    -0.082303          4
MinModeTranslate:   61  02:06:39    -3282.325526       0.2351     0.045188    -0.082303          4
MinModeTranslate:   62  02:06:50    -3282.325305       0.2788     --------    -0.059409          4
MinModeTranslate:   62  02:06:51    -3282.325305       0.2788     0.050000    -0.059409          4
MinModeTranslate:   63  02:07:01    -3282.327111       0.2550     --------    -0.055612          4
MinModeTranslate:   63  02:07:01    -3282.327111       0.2550     0.004558    -0.055612          4
MinModeTranslate:   64  02:07:11    -3282.328388       0.1174     --------    -0.071367          4
MinModeTranslate:   64  02:07:12    -3282.328388       0.1174     0.005963    -0.071367          4
MinModeTranslate:   65  02:07:23    -3282.328904       0.0981     --------    -0.074450          4
MinModeTranslate:   65  02:07:24    -3282.328904       0.0981     0.005432    -0.074450          4
MinModeTranslate:   66  02:07:34    -3282.329095       0.1212     --------    -0.064250          4
MinModeTranslate:   66  02:07:35    -3282.329095       0.1212     0.013949    -0.064250          4
MinModeTranslate:   67  02:07:48    -3282.329254       0.0749     --------    -0.079213          4
MinModeTranslate:   67  02:07:49    -3282.329254       0.0749     0.013549    -0.079213          4
MinModeTranslate:   68  02:08:14    -3282.329206       0.0578     --------    -0.077230          4
MinModeTranslate:   68  02:08:14    -3282.329206       0.0578     0.012618    -0.077230          4
MinModeTranslate:   69  02:08:28    -3282.328940       0.1629     --------    -0.071819          4
MinModeTranslate:   69  02:08:28    -3282.328940       0.1629     0.024990    -0.071819          4
MinModeTranslate:   70  02:08:41    -3282.328277       0.1672     --------    -0.065139          4
MinModeTranslate:   70  02:08:41    -3282.328277       0.1672     0.046686    -0.065139          4
MinModeTranslate:   71  02:08:54    -3282.326918       0.1580     --------    -0.053262          4
MinModeTranslate:   71  02:08:54    -3282.326918       0.1580     0.050000    -0.053262          4
MinModeTranslate:   72  02:09:08    -3282.326000       0.1701     --------    -0.052273          4
MinModeTranslate:   72  02:09:09    -3282.326000       0.1701     0.050000    -0.052273          4
MinModeTranslate:   73  02:09:20    -3282.327320       0.2718     --------    -0.061301          4
MinModeTranslate:   73  02:09:21    -3282.327320       0.2718     0.050000    -0.061301          4
MinModeTranslate:   74  02:09:32    -3282.328615       0.3774     --------    -0.079468          4
MinModeTranslate:   74  02:09:33    -3282.328615       0.3774     0.050000    -0.079468          4
MinModeTranslate:   75  02:09:46    -3282.329463       0.2710     --------    -0.094603          4
MinModeTranslate:   75  02:09:47    -3282.329463       0.2710     0.004520    -0.094603          4
MinModeTranslate:   76  02:09:57    -3282.330620       0.1253     --------    -0.090341          4
MinModeTranslate:   76  02:09:58    -3282.330620       0.1253     0.006435    -0.090341          4
MinModeTranslate:   77  02:10:09    -3282.331268       0.0770     --------    -0.084023          4
MinModeTranslate:   77  02:10:10    -3282.331268       0.0770     0.008107    -0.084023          4
MinModeTranslate:   78  02:10:20    -3282.331627       0.0631     --------    -0.076675          4
MinModeTranslate:   78  02:10:21    -3282.331627       0.0631     0.008089    -0.076675          4
MinModeTranslate:   79  02:10:32    -3282.331727       0.1104     --------    -0.059514          4
MinModeTranslate:   79  02:10:32    -3282.331727       0.1104     0.008354    -0.059514          4
MinModeTranslate:   80  02:10:43    -3282.331680       0.1097     --------    -0.070843          4
MinModeTranslate:   80  02:10:43    -3282.331680       0.1097     0.029852    -0.070843          4
MinModeTranslate:   81  02:10:54    -3282.331228       0.1431     --------    -0.079444          4
MinModeTranslate:   81  02:10:55    -3282.331228       0.1431     0.021449    -0.079444          4
MinModeTranslate:   82  02:11:05    -3282.330844       0.1187     --------    -0.074474          4
MinModeTranslate:   82  02:11:06    -3282.330844       0.1187     0.025490    -0.074474          4
MinModeTranslate:   83  02:11:16    -3282.330287       0.0751     --------    -0.091371          4
MinModeTranslate:   83  02:11:17    -3282.330287       0.0751     0.038959    -0.091371          4
MinModeTranslate:   84  02:11:28    -3282.329240       0.1386     --------    -0.090226          4
MinModeTranslate:   84  02:11:28    -3282.329240       0.1386     0.050000    -0.090226          4
MinModeTranslate:   85  02:11:39    -3282.328993       0.1544     --------    -0.087576          4
MinModeTranslate:   85  02:11:40    -3282.328993       0.1544     0.027260    -0.087576          4
MinModeTranslate:   86  02:11:51    -3282.329712       0.3056     --------    -0.091700          4
MinModeTranslate:   86  02:11:51    -3282.329712       0.3056     0.043302    -0.091700          4
MinModeTranslate:   87  02:12:03    -3282.329214       0.2136     --------    -0.085853          4
MinModeTranslate:   87  02:12:04    -3282.329214       0.2136     0.037708    -0.085853          4
MinModeTranslate:   88  02:12:14    -3282.330286       0.4482     --------    -0.066681          4
MinModeTranslate:   88  02:12:15    -3282.330286       0.4482     0.039417    -0.066681          4
MinModeTranslate:   89  02:12:27    -3282.331360       0.2009     --------    -0.062964          4
MinModeTranslate:   89  02:12:27    -3282.331360       0.2009     0.041846    -0.062964          4
MinModeTranslate:   90  02:12:39    -3282.332495       0.3282     --------    -0.085205          4
MinModeTranslate:   90  02:12:40    -3282.332495       0.3282     0.025241    -0.085205          4
MinModeTranslate:   91  02:12:51    -3282.333045       0.1771     --------    -0.076462          4
MinModeTranslate:   91  02:12:52    -3282.333045       0.1771     0.030781    -0.076462          4
MinModeTranslate:   92  02:13:03    -3282.333567       0.2411     --------    -0.073647          4
MinModeTranslate:   92  02:13:03    -3282.333567       0.2411     0.021736    -0.073647          4
MinModeTranslate:   93  02:13:14    -3282.333906       0.1575     --------    -0.102042          4
MinModeTranslate:   93  02:13:15    -3282.333906       0.1575     0.025714    -0.102042          4
MinModeTranslate:   94  02:13:26    -3282.334186       0.1932     --------    -0.109630          4
MinModeTranslate:   94  02:13:27    -3282.334186       0.1932     0.022527    -0.109630          4
MinModeTranslate:   95  02:13:39    -3282.334390       0.1891     --------    -0.080972          4
MinModeTranslate:   95  02:13:40    -3282.334390       0.1891     0.026501    -0.080972          4
MinModeTranslate:   96  02:13:51    -3282.334571       0.1574     --------    -0.084813          4
MinModeTranslate:   96  02:13:52    -3282.334571       0.1574     0.033466    -0.084813          4
MinModeTranslate:   97  02:14:03    -3282.334688       0.2496     --------    -0.109357          4
MinModeTranslate:   97  02:14:03    -3282.334688       0.2496     0.043998    -0.109357          4
MinModeTranslate:   98  02:14:16    -3282.334817       0.1884     --------    -0.087554          4
MinModeTranslate:   98  02:14:16    -3282.334817       0.1884     0.035635    -0.087554          4
MinModeTranslate:   99  02:14:30    -3282.334916       0.3127     --------    -0.076365          4
MinModeTranslate:   99  02:14:30    -3282.334916       0.3127     0.050000    -0.076365          4
MinModeTranslate:  100  02:14:43    -3282.335269       0.1511     --------    -0.087433          4
MinModeTranslate:  100  02:14:44    -3282.335269       0.1511     0.026681    -0.087433          4
MinModeTranslate:  101  02:14:56    -3282.335843       0.2927     --------    -0.091793          4
MinModeTranslate:  101  02:14:57    -3282.335843       0.2927     0.024588    -0.091793          4
MinModeTranslate:  102  02:15:09    -3282.336040       0.1538     --------    -0.093377          4
MinModeTranslate:  102  02:15:10    -3282.336040       0.1538     0.037866    -0.093377          4
MinModeTranslate:  103  02:15:23    -3282.336445       0.1940     --------    -0.107054          4
MinModeTranslate:  103  02:15:24    -3282.336445       0.1940     0.029748    -0.107054          4
MinModeTranslate:  104  02:15:37    -3282.336764       0.3236     --------    -0.113043          4
MinModeTranslate:  104  02:15:38    -3282.336764       0.3236     0.050000    -0.113043          4
MinModeTranslate:  105  02:15:50    -3282.337351       0.2092     --------    -0.108545          4
MinModeTranslate:  105  02:15:51    -3282.337351       0.2092     0.050000    -0.108545          4
MinModeTranslate:  106  02:16:05    -3282.338105       0.3035     --------    -0.104263          4
MinModeTranslate:  106  02:16:05    -3282.338105       0.3035     0.032766    -0.104263          4
MinModeTranslate:  107  02:16:20    -3282.338728       0.2033     --------    -0.109891          4
MinModeTranslate:  107  02:16:21    -3282.338728       0.2033     0.050000    -0.109891          4
MinModeTranslate:  108  02:16:38    -3282.339414       0.2924     --------    -0.107090          4
MinModeTranslate:  108  02:16:38    -3282.339414       0.2924     0.018934    -0.107090          4
MinModeTranslate:  109  02:16:50    -3282.339982       0.1679     --------    -0.100415          4
MinModeTranslate:  109  02:16:51    -3282.339982       0.1679     0.036956    -0.100415          4
MinModeTranslate:  110  02:17:05    -3282.340219       0.2273     --------    -0.091845          4
MinModeTranslate:  110  02:17:05    -3282.340219       0.2273     0.023145    -0.091845          4
MinModeTranslate:  111  02:17:17    -3282.340566       0.2628     --------    -0.101333          4
MinModeTranslate:  111  02:17:18    -3282.340566       0.2628     0.042926    -0.101333          4
MinModeTranslate:  112  02:17:30    -3282.341174       0.1742     --------    -0.119904          4
MinModeTranslate:  112  02:17:30    -3282.341174       0.1742     0.031823    -0.119904          4
MinModeTranslate:  113  02:17:42    -3282.341707       0.2379     --------    -0.112734          4
MinModeTranslate:  113  02:17:43    -3282.341707       0.2379     0.025906    -0.112734          4
MinModeTranslate:  114  02:17:56    -3282.342125       0.1550     --------    -0.122385          4
MinModeTranslate:  114  02:17:57    -3282.342125       0.1550     0.029816    -0.122385          4
MinModeTranslate:  115  02:18:09    -3282.342552       0.1819     --------    -0.141554          4
MinModeTranslate:  115  02:18:10    -3282.342552       0.1819     0.024330    -0.141554          4
MinModeTranslate:  116  02:18:23    -3282.342907       0.1597     --------    -0.114522          4
MinModeTranslate:  116  02:18:23    -3282.342907       0.1597     0.034958    -0.114522          4
MinModeTranslate:  117  02:18:36    -3282.343423       0.2185     --------    -0.095935          4
MinModeTranslate:  117  02:18:37    -3282.343423       0.2185     0.034765    -0.095935          4
MinModeTranslate:  118  02:18:50    -3282.343895       0.1841     --------    -0.128867          4
MinModeTranslate:  118  02:18:51    -3282.343895       0.1841     0.047648    -0.128867          4
MinModeTranslate:  119  02:19:10    -3282.344581       0.2551     --------    -0.121983          4
MinModeTranslate:  119  02:19:12    -3282.344581       0.2551     0.044543    -0.121983          4
MinModeTranslate:  120  02:19:34    -3282.345315       0.1996     --------    -0.099633          4
