MinModeTranslate: STEP      TIME          ENERGY    MAX-FORCE     STEPSIZE    CURVATURE  ROT-STEPS
MinModeTranslate:   21  03:38:10    -3282.198722       0.3127     --------    -1.929619          4
MinModeTranslate:   21  03:38:11    -3282.198722       0.3127     0.031443    -1.929619          4
MinModeTranslate:   22  03:38:33    -3282.201173       0.1180     --------    -1.908702          4
MinModeTranslate:   22  03:38:35    -3282.201173       0.1180     0.024097    -1.908702          4
MinModeTranslate:   23  03:38:59    -3282.202895       0.1545     --------    -1.907539          4
MinModeTranslate:   23  03:39:01    -3282.202895       0.1545     0.017420    -1.907539          4
MinModeTranslate:   24  03:39:26    -3282.204062       0.2582     --------    -1.876511          4
MinModeTranslate:   24  03:39:27    -3282.204062       0.2582     0.019966    -1.876511          4
MinModeTranslate:   25  03:39:48    -3282.205341       0.1095     --------    -1.836502          4
MinModeTranslate:   25  03:39:49    -3282.205341       0.1095     0.016497    -1.836502          4
MinModeTranslate:   26  03:40:13    -3282.206247       0.0989     --------    -1.863157          4
MinModeTranslate:   26  03:40:15    -3282.206247       0.0989     0.012226    -1.863157          4
MinModeTranslate:   27  03:40:37    -3282.206859       0.1593     --------    -1.848440          4
MinModeTranslate:   27  03:40:38    -3282.206859       0.1593     0.017876    -1.848440          4
MinModeTranslate:   28  03:41:03    -3282.207698       0.1388     --------    -1.805797          4
MinModeTranslate:   28  03:41:04    -3282.207698       0.1388     0.050000    -1.805797          4
MinModeTranslate:   29  03:41:26    -3282.210339       0.2101     --------    -1.789868          4
MinModeTranslate:   29  03:41:27    -3282.210339       0.2101     0.022554    -1.789868          4
MinModeTranslate:   30  03:41:53    -3282.211636       0.2260     --------    -1.789032          4
MinModeTranslate:   30  03:41:54    -3282.211636       0.2260     0.050000    -1.789032          4
MinModeTranslate:   31  03:42:21    -3282.214316       0.2703     --------    -1.770038          4
MinModeTranslate:   31  03:42:23    -3282.214316       0.2703     0.012463    -1.770038          4
MinModeTranslate:   32  03:42:44    -3282.215692       0.2302     --------    -1.767987          4
MinModeTranslate:   32  03:42:45    -3282.215692       0.2302     0.023397    -1.767987          4
MinModeTranslate:   33  03:43:12    -3282.217380       0.1366     --------    -1.789043          4
MinModeTranslate:   33  03:43:14    -3282.217380       0.1366     0.013321    -1.789043          4
MinModeTranslate:   34  03:43:38    -3282.218481       0.2140     --------    -1.803035          4
MinModeTranslate:   34  03:43:39    -3282.218481       0.2140     0.016254    -1.803035          4
MinModeTranslate:   35  03:44:05    -3282.219726       0.1052     --------    -1.795911          4
MinModeTranslate:   35  03:44:07    -3282.219726       0.1052     0.019988    -1.795911          4
MinModeTranslate:   36  03:44:30    -3282.221145       0.1971     --------    -1.758215          4
MinModeTranslate:   36  03:44:31    -3282.221145       0.1971     0.019006    -1.758215          4
MinModeTranslate:   37  03:44:50    -3282.222412       0.1904     --------    -1.766580          4
MinModeTranslate:   37  03:44:51    -3282.222412       0.1904     0.035996    -1.766580          4
MinModeTranslate:   38  03:45:09    -3282.224696       0.1329     --------    -1.843250          4
MinModeTranslate:   38  03:45:10    -3282.224696       0.1329     0.027907    -1.843250          4
MinModeTranslate:   39  03:45:27    -3282.226441       0.2656     --------    -1.862706          4
MinModeTranslate:   39  03:45:29    -3282.226441       0.2656     0.030866    -1.862706          4
MinModeTranslate:   40  03:45:49    -3282.228312       0.1467     --------    -1.849669          4
MinModeTranslate:   40  03:45:50    -3282.228312       0.1467     0.043357    -1.849669          4
MinModeTranslate:   41  03:46:08    -3282.230810       0.2628     --------    -1.806501          4
MinModeTranslate:   41  03:46:09    -3282.230810       0.2628     0.034899    -1.806501          4
MinModeTranslate:   42  03:46:28    -3282.232793       0.2422     --------    -1.821647          4
MinModeTranslate:   42  03:46:29    -3282.232793       0.2422     0.050000    -1.821647          4
MinModeTranslate:   43  03:46:46    -3282.236260       0.1425     --------    -1.889510          4
MinModeTranslate:   43  03:46:47    -3282.236260       0.1425     0.012828    -1.889510          4
MinModeTranslate:   44  03:47:05    -3282.237492       0.2208     --------    -1.872204          4
MinModeTranslate:   44  03:47:06    -3282.237492       0.2208     0.013489    -1.872204          4
MinModeTranslate:   45  03:47:22    -3282.238353       0.1108     --------    -1.846386          4
MinModeTranslate:   45  03:47:23    -3282.238353       0.1108     0.012291    -1.846386          4
MinModeTranslate:   46  03:47:40    -3282.239264       0.2057     --------    -1.864481          4
MinModeTranslate:   46  03:47:41    -3282.239264       0.2057     0.013992    -1.864481          4
MinModeTranslate:   47  03:48:01    -3282.240220       0.1324     --------    -1.876189          4
MinModeTranslate:   47  03:48:02    -3282.240220       0.1324     0.030495    -1.876189          4
MinModeTranslate:   48  03:48:22    -3282.242128       0.2316     --------    -1.803865          4
MinModeTranslate:   48  03:48:24    -3282.242128       0.2316     0.025091    -1.803865          4
MinModeTranslate:   49  03:48:44    -3282.243670       0.2106     --------    -1.773125          4
MinModeTranslate:   49  03:48:46    -3282.243670       0.2106     0.042029    -1.773125          4
MinModeTranslate:   50  03:49:08    -3282.246207       0.1759     --------    -1.802723          4
MinModeTranslate:   50  03:49:09    -3282.246207       0.1759     0.034633    -1.802723          4
MinModeTranslate:   51  03:49:31    -3282.248190       0.3293     --------    -1.815692          4
MinModeTranslate:   51  03:49:32    -3282.248190       0.3293     0.044936    -1.815692          4
MinModeTranslate:   52  03:49:54    -3282.250741       0.2296     --------    -1.791458          4
MinModeTranslate:   52  03:49:55    -3282.250741       0.2296     0.034814    -1.791458          4
MinModeTranslate:   53  03:50:20    -3282.252743       0.2441     --------    -1.753251          4
MinModeTranslate:   53  03:50:22    -3282.252743       0.2441     0.031655    -1.753251          4
MinModeTranslate:   54  03:50:49    -3282.254501       0.1954     --------    -1.736761          4
MinModeTranslate:   54  03:50:50    -3282.254501       0.1954     0.050000    -1.736761          4
MinModeTranslate:   55  03:51:15    -3282.257581       0.1568     --------    -1.726187          4
MinModeTranslate:   55  03:51:16    -3282.257581       0.1568     0.027821    -1.726187          4
MinModeTranslate:   56  03:51:40    -3282.259558       0.3174     --------    -1.718828          4
MinModeTranslate:   56  03:51:42    -3282.259558       0.3174     0.050000    -1.718828          4
MinModeTranslate:   57  03:52:03    -3282.262873       0.2074     --------    -1.737016          4
MinModeTranslate:   57  03:52:04    -3282.262873       0.2074     0.017501    -1.737016          4
MinModeTranslate:   58  03:52:22    -3282.264680       0.2393     --------    -1.778585          4
MinModeTranslate:   58  03:52:22    -3282.264680       0.2393     0.021849    -1.778585          4
MinModeTranslate:   59  03:52:36    -3282.266306       0.1949     --------    -1.813862          4
MinModeTranslate:   59  03:52:37    -3282.266306       0.1949     0.016686    -1.813862          4
MinModeTranslate:   60  03:52:51    -3282.267709       0.2731     --------    -1.772385          4
MinModeTranslate:   60  03:52:52    -3282.267709       0.2731     0.018562    -1.772385          4
MinModeTranslate:   61  03:53:06    -3282.269163       0.2205     --------    -1.743278          4
MinModeTranslate:   61  03:53:07    -3282.269163       0.2205     0.021351    -1.743278          4
